Name,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Admission,Price,Age Range,Features,Type,Date Added,Rating,Review Count,Latitude,Longitude,Full Address,Geocoded,Re-Geocode,Logo,Featured
The Oasis Water Park,"The Oasis Water Park is a water park in Bloomingdale, Illinois. On-site amenities include restrooms, food service, picnic areas, and party services. It offers wheelchair-accessible entrances, parking, and restrooms. It accepts credit cards and debit cards.",170 S Circle Ave,Bloomingdale,Illinois,60108,(630) 339-3568,http://www.bloomingdaleparks.org/,"https://www.google.com/maps/place/The+Oasis+Water+Park/@41.951697599999996,-88.0711668,14z/data=!4m8!1m2!2m1!1sThe+Oasis+Water+Park!3m4!1s0x880fadaa63350d67:0xff33db48ef9cb4cd!8m2!3d41.951697599999996!4d-88.0711668",/static/images/the-oasis-water-park-bloomingdale.jpg,,,,"Families,Kids","Picnic Area,Restrooms,Water park",Water Park,2/26/2026,4.3,80.0,41.9516976,-88.0711668,,checked,,https://lh6.googleusercontent.com/-qu0Fm19t0RI/AAAAAAAAAAI/AAAAAAAAAAA/EZWtQZTsTBM/s44-p-k-no-ns-nd/photo.jpg,
The Pavilion at Lemay Waterpark,"The Pavilion at Lemay Waterpark is a water park in Lemay Township, Missouri. On-site amenities include restrooms, picnic areas, and shaded seating. It offers wheelchair-accessible entrances and parking. It accepts credit cards and debit cards. It is open two days a week, including weekends. The water play is designed for visitors of all ages.",305 Gregg Rd,Lemay Township,Missouri,63125,(314) 615-8877,https://stlouiscountymo.gov/st-louis-county-departments/parks/places/the-pavilion-at-lemay/the-pavilion-at-lemay-aquatic-center/,"https://www.google.com/maps/place/The+Pavilion+at+Lemay+Waterpark/@38.511824,-90.2828249,14z/data=!4m8!1m2!2m1!1sThe+Pavilion+at+Lemay+Waterpark!3m4!1s0x87d8b74e8ffa0caf:0xa7cd880ae2c7bf49!8m2!3d38.511824!4d-90.2828249",https://lh3.googleusercontent.com/p/AF1QipP7jg4I23F7oGXUuI4uIsSpgNugqfaT4CirnPZu=w800-h500-k-no,"Sunday: 12–6PM
Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: 12–6PM",,,"All Ages,Families,Kids","Picnic Area,Restrooms,Shade,Swimming pool",Water Park,2/26/2026,4.8,5.0,38.5118240,-90.2828249,,checked,,https://lh3.googleusercontent.com/-ZxTWlGxKJJA/AAAAAAAAAAI/AAAAAAAAAAA/_7NgkUKccdo/s44-p-k-no-ns-nd/photo.jpg,
The Watering Hole Safari and Waterpark (Monsoon Lagoon),"The Watering Hole Safari and Waterpark in Port Clinton, Ohio, is a paid indoor and outdoor family recreation facility featuring waterslides and a lazy river alongside go-kart racing, mini golf, and arcade games. The venue operates daily and offers amenities including restrooms, lockers, an on-site restaurant and bar, picnic areas, and party services, with wheelchair-accessible facilities available. Advance ticket purchase is recommended, and the venue accepts credit cards, debit cards, and mobile payments for both admission and paid parking.",1530 S Danbury Rd,Port Clinton,Ohio,43452,(419) 732-6671,http://www.wateringholeatmonsoon.com/,"https://www.google.com/maps/place/The+Watering+Hole+Safari+and+Waterpark+%28Monsoon+Lagoon%29/@41.508010899999995,-82.83005829999999,14z/data=!4m8!1m2!2m1!1sThe+Watering+Hole+Safari+and+Waterpark+%28Monsoon+Lagoon%29!3m4!1s0x883a4dda8b60b405:0x51259e9c88907cd!8m2!3d41.508010899999995!4d-82.83005829999999",/static/images/the-watering-hole-safari-and-waterpark-monsoon-lagoon-port-clinton.jpg,"Sunday: 10AM–5PM
Monday: 10AM–5PM
Tuesday: 10AM–5PM
Wednesday: 10AM–5PM
Thursday: 10AM–5PM
Friday: 10AM–5PM
Saturday: 10AM–6PM",Paid,,"Families,Kids","Park,Picnic Area,Restrooms,Water park",Water Park,2/26/2026,4.0,927.0,41.5080109,-82.8300583,,checked,,https://lh3.googleusercontent.com/-FrSdGBVOBOI/AAAAAAAAAAI/AAAAAAAAAAA/epgnuIq2od4/s44-p-k-no-ns-nd/photo.jpg,
The Waterpark at Wild Island,"The Waterpark at Wild Island in Sparks features multiple water slides including Eye of the Dragon, Tortuga, G-Force, Fire & Ice, Red Viper, Scorpion, Black Widow, and Zulu Racer, along with a lazy river and wave pool. The park includes Tiny Tides, an expanded kids zone for children under 54 inches tall with dedicated water play areas. Amenities include eight food outlets, private cabanas for rent, picnic areas, free life jackets, and tube rentals. The waterpark operates seasonally and charges paid admission; season passes are available with perks like early entry and dining discounts.",250 Wild Island Ct,Sparks,Nevada,89434,(775) 359-2927,https://wildisland.com/waterpark/,"https://www.google.com/maps/place/The+Waterpark+at+Wild+Island/@39.531658,-119.71338499999999,14z/data=!4m8!1m2!2m1!1sThe+Waterpark+at+Wild+Island!3m4!1s0x80993e96aa746ae1:0xaf4936b4fcd398df!8m2!3d39.531658!4d-119.71338499999999",/static/images/the-waterpark-at-wild-island-sparks.jpg,,Paid,,"Families,Kids","Amusement park,Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.4,1957.0,39.5316580,-119.7133850,,checked,,https://lh3.googleusercontent.com/-tLVOrN7puQo/AAAAAAAAAAI/AAAAAAAAAAA/7z-2nyqbCAI/s44-p-k-no-ns-nd/photo.jpg,
The Yards Park,"The Yards Park is a water play area in Washington, District Of Columbia. Admission is free. On-site amenities include restrooms, picnic areas, and an adjacent playground. It offers wheelchair-accessible entrances and parking. The venue provides free parking and accepts credit cards. There is a dog park on site. It is open daily.",355 Water St SE,Washington,District Of Columbia,20003,,https://www.capitolriverfront.org/yards-park,"https://www.google.com/maps/place/The+Yards+Park/@38.8735546,-77.0010721,14z/data=!4m8!1m2!2m1!1sThe+Yards+Park!3m4!1s0x89b7b9d050bc6cc3:0x2ab934289765ca4f!8m2!3d38.8735546!4d-77.0010721",/static/images/the-yards-park-washington.jpg,Daily: 7AM–10PM,Free,,"Families,Kids","Park,City park,Tourist attraction",,2/26/2026,4.7,3485.0,38.8735546,-77.0010721,,checked,,https://lh4.googleusercontent.com/-dfNbX_IG9VI/AAAAAAAAAAI/AAAAAAAAAAA/oEHXyIGVsWw/s44-p-k-no-ns-nd/photo.jpg,
Tomahawk Lake Waterpark,"Tomahawk Lake Waterpark spans 200 acres in Sparta, New Jersey, and features multiple water slides including Black Snake, Sioux-A-Slide, Sitting Bull, Geronimo, Rocky Mountain, Apache Plunge, and Crazy Horse Run, with a new Drop Slide coming for the upcoming summer. Younger children can access Papoose Land for riders under 4 feet tall with slides, lily pads, and play structures, while Cherokee Corner serves kids 5 feet or shorter with additional slides and interactive features. The facility includes a 20-acre lake for swimming and boating, picnic areas with over 800 tables, an 18-hole miniature golf course, changing facilities, and a snack bar. General admission includes parking, beach access, changing facilities, and use of picnic tables, though water slide and boat rides require additional fees; season passes are available.",155 Tomahawk Trail,Sparta,New Jersey,7871,(973) 398-7777,https://tomahawklake.com/,"https://www.google.com/maps/place/Tomahawk+Lake+Waterpark/@40.996683,-74.65031309999999,14z/data=!4m8!1m2!2m1!1sTomahawk+Lake+Waterpark!3m4!1s0x89c373218777f5e7:0x8cd1ecee1627e26a!8m2!3d40.996683!4d-74.65031309999999",/static/images/tomahawk-lake-waterpark-sparta.jpg,Daily: 10AM–5:30PM,,,"All Ages,Families,Kids","Picnic Area,Restrooms,Water park",Water Park,2/26/2026,3.9,,40.9966830,-74.6503131,,checked,,https://lh3.googleusercontent.com/-PGYPrnU-H84/AAAAAAAAAAI/AAAAAAAAAAA/6uM035bAzWk/s44-p-k-no-ns-nd/photo.jpg,
Tomahawk Lake,"Tomahawk Lake Waterpark spans 200 acres in Sparta, New Jersey and features a 20-acre natural swimming lake, a white sand beach, and numerous water slides including Black Snake, Sioux-A-Slide, Sitting Bull, Geronimo, Rocky Mountain, Apache Plunge, and Crazy Horse Run. Younger children have access to Papoose Land with slides, lily pads, and play structures for kids under 4 feet tall, and Cherokee Corner with rides for children 5 feet or shorter. The park includes an 18-hole miniature golf course, over 800 picnic tables, changing facilities, a beer garden with live weekend music, and refreshment stands; boats and slides require additional charges beyond admission. The park operates daily from 10 AM to 5:30 PM and offers season passes for unlimited general admission.",155 Tomahawk Trail,Sparta,New Jersey,7871,(973) 398-7777,https://tomahawklake.com/,"https://www.google.com/maps/place/Tomahawk+Lake/@40.998068599999996,-74.6504826,14z/data=!4m8!1m2!2m1!1sTomahawk+Lake!3m4!1s0x89c373aeef1c13d1:0x4ecd0fc6922fd764!8m2!3d40.998068599999996!4d-74.6504826",/static/images/tomahawk-lake-sparta.jpg,Daily: 10AM–5:30PM,,,"Families,Kids,Toddlers","Water park,Barbecue area,Picnic ground,Swimming lake,Tourist attraction",,2/26/2026,4.0,,40.9980686,-74.6504826,,checked,,https://lh3.googleusercontent.com/-Pp9w0tYNEAQ/AAAAAAAAAAI/AAAAAAAAAAA/TogRswyOCtc/s44-p-k-no-ns-nd/photo.jpg,
Torzewski County Park,"Torzewski County Park spans 70 acres along Pero Lake in Lapeer, Michigan, offering a mix of recreational facilities for families and outdoor enthusiasts. The grounds feature a playground, nature trails, horseshoe pits, a softball field, sand volleyball court, disc golf course, and covered pavilions with charcoal grills for gatherings. Open daily from 9 a.m. to 8 p.m., the park combines open fields with wooded areas, providing a natural setting for picnicking, sports, and casual recreation.",2051 Pero Lake Rd,Lapeer,Michigan,48446,(810) 245-4794,https://lapeercountymi.gov/departments/building___grounds_parks/torzewski.php,"https://www.google.com/maps/place/Torzewski+County+Park/@43.089199699999995,-83.416344,14z/data=!4m8!1m2!2m1!1sTorzewski+County+Park!3m4!1s0x882464c8d44c4e3d:0x3faa1f1d5939f933!8m2!3d43.089199699999995!4d-83.416344",/static/images/torzewski-county-park-lapeer.jpg,Daily: 9AM–8PM,,,"Families,Kids","Park,Picnic Area,Tourist attraction",,2/26/2026,4.3,312.0,43.0891997,-83.4163440,,checked,,https://lh6.googleusercontent.com/-4DOc_fy4sjw/AAAAAAAAAAI/AAAAAAAAAAA/I-QqmCZJzyY/s44-p-k-no-ns-nd/photo.jpg,
Treasure Island Waterslide and Cabanas,"Treasure Island Waterslide sits at Gulf Front Park on Treasure Island Beach and features a giant blue ""Hippo"" waterslide alongside dry attractions including a bungee trampoline, Kraken dry slide, and pirate bounce/combo rides. The venue operates daily year-round (weather permitting), with off-season hours from 11am–7pm and peak season hours from 10am–10pm. Cabana and umbrella rentals are available, including oversize cabanas with mesh ventilation panels, and a free waterslide ride is offered with daily cabana rentals during a limited promotion. Tickets are available for purchase on-site.",10400 Gulf Blvd,Treasure Island,Florida,33706,(727) 900-4329,https://bigeventslides.com/paddleboard-kayak-umbrella-cabana-waterslide-rental/,"https://www.google.com/maps/place/Treasure+Island+Waterslide+and+Cabanas/@27.7659733,-82.7694209,14z/data=!4m8!1m2!2m1!1sTreasure+Island+Waterslide+and+Cabanas!3m4!1s0x88c2fd0e1233c9ef:0x19c2d00fb78b785c!8m2!3d27.7659733!4d-82.7694209",/static/images/treasure-island-waterslide-and-cabanas-treasure-island.jpg,Daily: 10AM–6PM,,,"Families,Kids,Toddlers","Water park,Beach pavillion,Tourist attraction",,2/26/2026,4.7,,27.7659733,-82.7694209,,checked,,https://lh6.googleusercontent.com/-Bv5i_YhAg18/AAAAAAAAAAI/AAAAAAAAAAA/ICztCGKSGNU/s44-p-k-no-ns-nd/photo.jpg,
Turtle Splash Water Park,"Turtle Splash Water Park operates seasonally in West Chicago, opening for pre-season weekends at the end of May before transitioning to regular hours from early June through mid-August, with daily operations from noon to 6:30 p.m. Admission costs $12 for residents and $15 for non-residents, with reduced rates of $6 and $8 respectively after 5 p.m., while children under 2 enter free. Located at 129 W. National Street within Reed-Keppler Park, the facility includes restrooms and picnic areas, and operates as part of a larger park district property that also houses other recreational attractions.",129 W National St,West Chicago,Illinois,60185,(630) 293-6320,http://www.we-goparks.org/turtle-splash-water-park,"https://www.google.com/maps/place/Turtle+Splash+Water+Park/@41.893862,-88.207169,14z/data=!4m8!1m2!2m1!1sTurtle+Splash+Water+Park!3m4!1s0x880effccdd90997f:0xa031473be13fe473!8m2!3d41.893862!4d-88.207169",/static/images/turtle-splash-water-park-west-chicago.jpg,,Paid,,"Families,Kids","Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.4,528.0,41.8938620,-88.2071690,,checked,,https://lh4.googleusercontent.com/-R3jeNJk3H6g/AAAAAAAAAAI/AAAAAAAAAAA/LgBI9IlAtG8/s44-p-k-no-ns-nd/photo.jpg,
Van Nuys / Sherman Oaks Aquatic Center,"Van Nuys/Sherman Oaks Aquatic Center operates year-round with lap swim and recreation swim sessions throughout the week, including early morning and evening hours on weekdays. Daily admission is affordable, with children and seniors paying $1, adults $4, and those with disabilities $1 regardless of age. The facility offers swim lesson registration in multiple sessions throughout the year and sells multi-entry passes for regular swimmers. Restrooms are available on-site.",14201 Huston St,Sherman Oaks,California,91423,(818) 783-6721,https://www.laparks.org/aquatic/year-round/van-nuys-sherman-oaks-pool,"https://www.google.com/maps/place/Van+Nuys+%2F+Sherman+Oaks+Aquatic+Center/@34.160287,-118.44265329999999,14z/data=!4m8!1m2!2m1!1sVan+Nuys+%2F+Sherman+Oaks+Aquatic+Center!3m4!1s0x80c297caf3e48e25:0x3a734bd619c15e78!8m2!3d34.160287!4d-118.44265329999999",/static/images/van-nuys-sherman-oaks-aquatic-center-sherman-oaks.jpg,"Sunday: 12–5PM
Monday: 12–5PM
Tuesday: 6–10AM & 12–9PM
Wednesday: 6–10AM & 12–9PM
Thursday: 6–10AM & 12–9PM
Friday: 6–10AM & 12–9PM
Saturday: 12–5PM",,,"All Ages,Families,Kids","Restrooms,Swimming pool",Aquatic Center,2/26/2026,4.4,295.0,34.1602870,-118.4426533,,checked,,https://lh4.googleusercontent.com/-O83MleDbiHE/AAAAAAAAAAI/AAAAAAAAAAA/BJl7q-jKyJo/s44-p-k-no-ns-nd/photo.jpg,
Venture River Water Park,"Venture River Water Park is Western Kentucky's sole water park, located in Eddyville and operating daily during the season with one-price admission covering all water attractions. General admission is $32, with reduced rates for guests under 54 inches ($26), seniors 60+ ($15), and free entry for children under 2; afternoon tickets and season passes are also available. The park provides complimentary lounge chairs, inner tubes, and life jackets, along with paid locker rentals, shower facilities, concessions, a gift shop, and free parking. Supervised by certified lifeguards, the facility welcomes families and enforces safety rules including swim diaper requirements for infants and mandatory adult supervision for children 15 and younger.",280 Funway Dr,Eddyville,Kentucky,42038,(270) 388-7999,http://www.ventureriver.com/,"https://www.google.com/maps/place/Venture+River+Water+Park/@37.0880505,-88.09383849999999,14z/data=!4m8!1m2!2m1!1sVenture+River+Water+Park!3m4!1s0x887a8f435a763253:0x3d42de13cccf708a!8m2!3d37.0880505!4d-88.09383849999999",/static/images/venture-river-water-park-eddyville.jpg,,,,"All Ages,Families,Kids","Picnic Area,Restrooms,Water park",Water Park,2/26/2026,4.6,,37.0880505,-88.0938385,,checked,,https://lh5.googleusercontent.com/-n4ASvBkr9Xg/AAAAAAAAAAI/AAAAAAAAAAA/OqUTHAQQevA/s44-p-k-no-ns-nd/photo.jpg,
Villages of Parkland Splash Park,"Villages of Parkland Splash Park is a water play area in Washington, District Of Columbia. Access is available with a seasonal pass. It offers wheelchair-accessible entrances and parking. The venue provides free parking. It is open six days a week, including weekends. It includes gentler water features suited to toddlers.",1931 Savannah St SE,Washington,District Of Columbia,20020,(202) 889-8868,https://swimmingpoolpasses.net/villages-of-parklands/,"https://www.google.com/maps/place/Villages+of+Parkland+Splash+Park/@38.8463867,-76.9754633,14z/data=!4m8!1m2!2m1!1sVillages+of+Parkland+Splash+Park!3m4!1s0x89b7b90067375dbb:0x3d902a486ac69e2c!8m2!3d38.8463867!4d-76.9754633",/static/images/villages-of-parkland-splash-park-washington.jpg,"Monday: Closed
Tuesday: 11AM–7PM
Wednesday: 11AM–7PM
Thursday: 11AM–7PM
Friday: 11AM–7PM
Saturday: 11AM–7PM
Sunday: 11AM–7PM",Seasonal Pass,,"Families,Kids,Toddlers",Outdoor swimming pool,,2/26/2026,4.5,4.0,38.8463867,-76.9754633,,checked,,https://lh4.googleusercontent.com/-VxHEFoQX_e8/AAAAAAAAAAI/AAAAAAAAAAA/4y0DYDBbHd4/s44-p-k-no-ns-nd/photo.jpg,
Volcano Island Waterpark,"Volcano Island Waterpark in Sterling sits within Algonkian Regional Park and offers multiple water slides, including a 230-foot open slide and a 170-foot enclosed slide, plus a tree stump slide that empties into four feet of water. The centerpiece interactive play structure features fountains, squirters, and platforms in shallow water alongside a kiddie slide, while a separate splash pad area includes water cannons, showers, sprinklers, and buckets. A large main pool provides additional swimming space, and amenities include a miniature golf course, the Paradise Café with shade umbrellas, restrooms, and changing areas. Admission is free.",20015 Volcano Island Dr,Sterling,Virginia,20165,(703) 430-7683,http://www.volcanoislandwaterpark.com/,"https://www.google.com/maps/place/Volcano+Island+Waterpark/@39.060398,-77.388527,14z/data=!4m8!1m2!2m1!1sVolcano+Island+Waterpark!3m4!1s0x89b63a0e4c705907:0xa912311ae2ecfcc6!8m2!3d39.060398!4d-77.388527",https://lh3.googleusercontent.com/p/AF1QipOFuKl_NVU6VIqJ3-QDZYqHPKzADYtq5Bcj5M22=w800-h500-k-no,,Free,,"Families,Kids","Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.2,644.0,39.0603980,-77.3885270,,checked,,https://lh4.googleusercontent.com/-_BTrPv8Iw74/AAAAAAAAAAI/AAAAAAAAAAA/d5qHIvwTRoM/s44-p-k-no-ns-nd/photo.jpg,
WaTiki® Indoor Waterpark Resort,"WaTiki® Indoor Waterpark Resort is an indoor water play facility in Rapid City, South Dakota. It is a paid facility. On-site amenities include shaded seating. It offers wheelchair-accessible entrances, parking, and restrooms.",1314 N Elk Vale Rd,Rapid City,South Dakota,57703,(605) 718-2445,http://www.watikiwaterpark.com/,"https://www.google.com/maps/place/WaTiki%C2%AE+Indoor+Waterpark+Resort/@44.098668599999996,-103.1480536,14z/data=!4m8!1m2!2m1!1sWaTiki%C2%AE+Indoor+Waterpark+Resort!3m4!1s0x877d67dd56486e7f:0xbf3e9ed18bf78cd!8m2!3d44.098668599999996!4d-103.1480536",/static/images/watiki-r-indoor-waterpark-resort-rapid-city.jpg,,Paid,,"Families,Kids","Gift shop,Indoor swimming pool,Resort hotel,Shade,Tourist attraction,Water park",Indoor Water Play,2/26/2026,4.1,2263.0,44.0986686,-103.1480536,,checked,,https://lh3.googleusercontent.com/-6ImL5mzGLHA/AAAAAAAAAAI/AAAAAAAAAAA/Qczv2lPNo7g/s44-p-k-no-ns-nd/photo.jpg,
Wai Kai,"Wai Kai is a 52-acre water recreation venue in Ewa Beach featuring an inland lagoon with inflatable aquatic play courses including peaks, monkey bars, slides, wiggle bridges, and balance beams. The lagoon offers kayak and SUP rentals, lessons, boat tours, and floating cabana rentals, operating daily 10 AM to 4:30 PM during summer months with extended hours available. The facility also includes a surf park (Wai Kai Wave) open daily 12:30–7 PM, multiple dining options, retail shops, and cabana rental areas. Admission is paid, with various pass options including full-day and afternoon entry.",91-1621 Keoneula Blvd,Ewa Beach,Hawaii,96706,(808) 900-3565,http://www.waikai.com/,"https://www.google.com/maps/place/Wai+Kai/@21.308667099999997,-158.04099739999998,14z/data=!4m8!1m2!2m1!1sWai+Kai!3m4!1s0x7c007ba3eb3e8101:0xdf4704552f701237!8m2!3d21.308667099999997!4d-158.04099739999998",/static/images/wai-kai-ewa-beach.jpg,"Sunday: 10AM–7PM
Monday: 12:30–8PM
Tuesday: Closed
Wednesday: Closed
Thursday: 12:30–8PM
Friday: 12:30–8PM
Saturday: 10AM–7PM",Paid,,"Families,Kids","Water park,Athletic park,Event venue,Playground,Restaurant,Surf school,Wedding venue",,2/26/2026,4.3,263.0,21.3086671,-158.0409974,,checked,,https://lh4.googleusercontent.com/-ofz-1DMCbcc/AAAAAAAAAAI/AAAAAAAAAAA/EPYXa5y3_F4/s44-p-k-no-ns-nd/photo.jpg,
Wake Island Waterpark,"Wake Island Waterpark is an 80-acre facility in Pleasant Grove featuring a boatless cable system for wakeboarding and paddleboarding. The park offers on-site dining, a bar, picnic areas, lockers, and Wi-Fi, along with wheelchair-accessible entrances, parking, and restrooms. Advance ticket purchase is recommended, and the venue accepts credit cards, debit cards, and mobile payments. Party services are available.",7633 Locust Rd,Pleasant Grove,California,95668,(916) 655-3900,http://www.wakeislandwaterpark.com/%3Futm_source%3Dgoogle-gmb-maps%26utm_medium%3Dgmb-website-button%26utm_campaign%3Dlocl.io%26utm_content%3Dad79a9ce-117b-4710-ae7e-a98986b05c0f,"https://www.google.com/maps/place/Wake+Island+Waterpark/@38.757101,-121.469697,14z/data=!4m8!1m2!2m1!1sWake+Island+Waterpark!3m4!1s0x809b2f38b9aa7251:0xefa2120a05c3393e!8m2!3d38.757101!4d-121.469697",/static/images/wake-island-waterpark-pleasant-grove.jpg,,Paid,,"Families,Kids","Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.5,1045.0,38.7571010,-121.4696970,,checked,,https://lh6.googleusercontent.com/---8pSQ_YY4M/AAAAAAAAAAI/AAAAAAAAAAA/1BPO-y6x1DA/s44-p-k-no-ns-nd/photo.jpg,
Wake Nation,"Wake Nation is a multi-activity water sports facility in Fairfield that operates from late May through early September and includes a cable park, an inflatable aqua park, and a launch slide. The aqua park features multiple floating playground sections with varying difficulty levels suited to ages 6 and up, while the launch slide—recommended for ages 10 and up—offers mild, medium, and intense drop options. The cable park uses an overhead cable system for wakeboarders, kneeboarders, and water skiers, with beginner slow rides available daily, over two dozen obstacles, and no reservations required for general admission. Amenities include free parking, on-site food options, shaded areas, and accommodations for spectators; group and birthday party packages are available with flat-rate pricing.",201 Joe Nuxhall Way,Fairfield,Ohio,45014,(513) 887-9253,http://www.wakenation.com/,"https://www.google.com/maps/place/Wake+Nation/@39.35492,-84.57512299999999,14z/data=!4m8!1m2!2m1!1sWake+Nation!3m4!1s0x8840487830916197:0x5e26769ee8f3d87c!8m2!3d39.35492!4d-84.57512299999999",https://lh3.googleusercontent.com/p/AF1QipNLzLG80ajG35bBA_TyP3rXM9BWmzsgWdGKKZnm=w800-h500-k-no,,Paid,,"Families,Kids","Adventure sports center,Amusement park,Children's party service,Event venue,Picnic Area,Restaurant,Restrooms,Summer camp organizer,Water park,Water ski shop,Water skiing instructor,Water skiing service",Water Park,2/26/2026,4.9,576.0,39.3549200,-84.5751230,,checked,,https://lh3.googleusercontent.com/-3b7c2j_RBWQ/AAAAAAAAAAI/AAAAAAAAAAA/EgNLjjjYW6A/s44-p-k-no-ns-nd/photo.jpg,
Water Country USA,"Water Country USA is a water park in Williamsburg, Virginia, featuring multiple slides and rides, a lazy river, a wave pool, and river rafting attractions with tunnels and waterfalls. The facility offers on-site dining, picnic areas, lockers, and cabana rentals, along with wheelchair-accessible entrances and restrooms. Advance ticket purchase is recommended, and the park provides free parking and accepts credit cards, debit cards, and mobile payments.",176 Water Country Pkwy,Williamsburg,Virginia,23185,(757) 229-4386,https://watercountryusa.com/,"https://www.google.com/maps/place/Water+Country+USA/@37.2628713,-76.6367703,14z/data=!4m8!1m2!2m1!1sWater+Country+USA!3m4!1s0x89b0862c808c5c8f:0xbff05bb0e96a319!8m2!3d37.2628713!4d-76.6367703",/static/images/water-country-usa-williamsburg.jpg,,Paid,,"Families,Kids","Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.5,10652.0,37.2628713,-76.6367703,,checked,,https://lh4.googleusercontent.com/-mnxi4Hh_cVk/AAAAAAAAAAI/AAAAAAAAAAA/8eiIt4CpJ-g/s44-p-k-no-ns-nd/photo.jpg,
Water Mine Family Swimmin' Hole,"Water Mine Family Swimmin' Hole is a water park within Lake Fairfax Park featuring multiple water slides including Big Pete, Little Pete, and three 3-story Prospectors Plummet slides, a 725-foot lazy river called Rattlesnake River, an activity pool with covered wagon and animal-themed play elements, water-filled ore cart showers, Boomtown multi-level spray playground, Tenderfoot Pond with toddler slide and bubblers, Box Canyon Crossing log walk obstacle course, and a tot spray pad area with interactive features and fountains. The park opens seasonally starting May 23 for the 2026 season and offers daily tickets available online or at the gate, with season passes providing over 60% savings on admission; children ages two and younger enter free. The park includes picnic areas and restrooms on-site.",1400 Lake Fairfax Dr,Reston,Virginia,20190,(703) 246-5929,https://www.fairfaxcounty.gov/parks/watermine,"https://www.google.com/maps/place/Water+Mine+Family+Swimmin%27+Hole/@38.9668418,-77.31724969999999,14z/data=!4m8!1m2!2m1!1sWater+Mine+Family+Swimmin%27+Hole!3m4!1s0x89b63627d58a039d:0xa3b8440eb4e892a3!8m2!3d38.9668418!4d-77.31724969999999",/static/images/water-mine-family-swimmin-hole-reston.jpg,,Paid,,"Families,Kids","Picnic Area,Restrooms,Tourist attraction,Water park",Water Park,2/26/2026,4.4,1375.0,38.9668418,-77.3172497,,checked,,https://lh3.googleusercontent.com/-8pElChVl6DM/AAAAAAAAAAI/AAAAAAAAAAA/PRxPaQj19Fw/s44-p-k-no-ns-nd/photo.jpg,
Water Park of New England,"Water Park of New England in Danvers occupies 65,000 square feet indoors and features four water slides, a lazy river called Coconut Grove Adventure River, the Dip-In Theater with water cannons and kiddie slides, Parrot's Perch Play Area with jungle gyms and dumping buckets, and an adult-focused Palm Grotto Indoor/Outdoor Spa with hot tubs and swim-through passages. The park operates year-round with varying seasonal hours, including extended summer schedules (Wednesday–Sunday during late June through early September). Dining, arcade games, and overnight accommodations at an adjacent DoubleTree hotel are available. Day passes are sold for admission, with package deals combining hotel stays and multi-day water park access.",50 Ferncroft Rd,Danvers,Massachusetts,1923,(978) 646-1062,https://waterparknewengland.com/,"https://www.google.com/maps/place/Water+Park+of+New+England/@42.5972977,-70.970086,14z/data=!4m8!1m2!2m1!1sWater+Park+of+New+England!3m4!1s0x89e311b176d84c71:0x3e14683c941b0908!8m2!3d42.5972977!4d-70.970086",/static/images/water-park-of-new-england-danvers.jpg,"Sunday: 11AM–7PM
Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: 4–9PM
Saturday: 11AM–7PM",Paid,,"Families,Kids","Picnic Area,Restrooms,Water park",Water Park,2/26/2026,3.8,1973.0,42.5972977,-70.9700860,,checked,,https://lh5.googleusercontent.com/-5IZG7kq51Qw/AAAAAAAAAAI/AAAAAAAAAAA/6fILgdNAW0Y/s44-p-k-no-ns-nd/photo.jpg,
Water Warrior Island,"Water Warrior Island is an inflatable water park situated within Michigan State Parks in Orion Township, featuring interconnected slides, runways, jumping pillows, and bouncing obstacles designed to test climbing, balance, and strength. The facility includes the Warrior Whoa Slide, a launch-style water slide, and caters to families and children seeking summer water recreation. Access requires a Michigan Recreation Passport, available for purchase at the park entrance or online.",3361 S Lapeer Rd,Orion Township,Michigan,48360,,https://waterwarriorisland.com/,"https://www.google.com/maps/place/Water+Warrior+Island/@42.7382373,-83.2240802,14z/data=!4m8!1m2!2m1!1sWater+Warrior+Island!3m4!1s0x8824eda2570470cf:0xd4355fa65ff04ab8!8m2!3d42.7382373!4d-83.2240802",/static/images/water-warrior-island-orion-township.jpg,,Paid,,"Families,Kids","Water park,Canoe & kayak rental service,Ice cream shop,Swimming lake",,2/26/2026,4.7,206.0,42.7382373,-83.2240802,,checked,,https://lh4.googleusercontent.com/-uxa7qkrFzLM/AAAAAAAAAAI/AAAAAAAAAAA/XB_7asSwcC4/s44-p-k-no-ns-nd/photo.jpg,
